QKEY,INTERVIEW_START_W69,INTERVIEW_END_W69,DEVICE_TYPE_W69,LANG_W69,FORM_W69,SATIS_W69,POL1DT_W69,POL1DTSTR_W69,FUTGEN_W69,FEEL_COUNTRY_ANGRY_W69,FEEL_COUNTRY_FEAR_W69,FEEL_COUNTRY_HOPEFUL_W69,FEEL_COUNTRY_PROUD_W69,PRZCMPGN_W69,VOTEGEN_W69,VOTEGEN3_W69,DTFORAGNST_W69,JBFORAGNST_W69,SATISPRESCAND_W69,ECON1_W69,ECON1B_W69,NATPROBS_a_W69,NATPROBS_b_W69,NATPROBS_c_W69,NATPROBS_d_W69,NATPROBS_e_W69,NATPROBS_f_W69,NATPROBS_g_W69,NATPROBS_h_W69,NATPROBS_i_W69,NATPROBS_j_W69,CENDONE_W69,CENPARTICMOD_W69,CENCOUNT_W69,CENKNOCK_W69,VTEARLYDOC_W69,COVID_DOC_W69,PRESGOODTRUMP_W69,PRESGOODBIDEN_W69,DTCONF_a_W69,DTCONF_b_W69,DTCONF_c_W69,DTCONF_d_W69,DTCONF_e_W69,DTCONF_f_W69,JBCONF_a_W69,JBCONF_b_W69,JBCONF_c_W69,JBCONF_d_W69,JBCONF_e_W69,JBCONF_f_W69,COVID_FUT_W69,C_SHOULDMASK_W69,C_MASKREACT_W69,COVID_COMFORT_a_W69,COVID_COMFORT_b_W69,COVID_COMFORT_c_W69,COVID_COMFORT_d_W69,COVID_COMFORT_e_W69,COVID_COMFORT_f_W69,COVID_COMFORT_g_W69,COVID_COMFORT_COMB_W69,COVID_INDIMPCT_W69,COVID_2ASSIST_W69,COVID_ECONPRIO_a_W69,COVID_ECONPRIO_b_W69,COVID_ECONPRIO_c_W69,COVID_ECONPRIO_d_W69,COVID_ECONPRIO_e_W69,COVID_LIABILITY_W69,COVID_INFECT_a_W69,COVID_INFECT_b_W69,TRUMPDESC_a_W69,TRUMPDESC_b_W69,TRUMPDESC_c_W69,TRUMPDESC_d_W69,TRUMPDESC_e_W69,TRUMPDESC_f_W69,BIDENDESC_a_W69,BIDENDESC_b_W69,BIDENDESC_c_W69,BIDENDESC_d_W69,BIDENDESC_e_W69,BIDENDESC_f_W69,TRUMPTAX_W69,DTTONE_W69,POLICE3F2_a_W69,POLICE3F2_b_W69,POLICE3F2_c_W69,POLICE3F2_d_W69,GOVNEEDY_W69,VTCHNGRULES_W69,EXCPWER_W69,POLICE_FUND_W69,POLICE_POLICIES_a_W69,POLICE_POLICIES_b_W69,POLICE_POLICIES_c_W69,POLICE_POLICIES_d_W69,POLICE_POLICIES_e_W69,POLICEQ_IMMUNITY_W69,SNSUSE_W69,SM10_a_W69,SM10_b_W69,SM10_c_W69,SM10_e_W69,SM11_a_W69,SM11_b_W69,SM11_c_W69,TECHREG1F1_W69,TECHREG1F2_W69,TECHREG2_W69,TECHPOW_W69,TC5_W69,TC6b_W69,SM7_W69,RACE_SERMON_W69,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_NATIVITY2,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_INC_TIER2,F_HISP_ORIGIN,F_YEARSINUS,F_PARTYSUMIDEO,POL1DT_W59,POL1DTSTR_W59,POL1DT_W64,POL1DTSTR_W64,DEMFIELD_W59,TRUMPDEM2020_W59,DEM1_CODE_FINAL_W59,COVID_DEATHS_CNTY_W69,BATTLE_NARROW_W69,WEIGHT_W69_CENSUS,WEIGHT_W59_W69,WEIGHT_W64_W69,WEIGHT_W69
201801066109,2020-6-19 13:23:0.000,2020-6-19 13:34:50.000,2,1,1,2,1,1,2,1,1,2,2,2,1, ,2, ,2,3,2,2,2,2,2,1,1,1,1,1,1,3,2,2, ,2, ,3,4,2,2,2,2,2,3,3,3,3,3,3,3,2,3,1,1,1,1,2, , , ,1,1,1,2,1,1,1,4,1,2,2,2,2,3,2,2,2,3,4,2,3,3,3, ,3,2,2,3,2,1,2,2,1,2,3,2,2,1,2,1,2,2,2,2,2,3,3,4, ,2,1,2,1, ,2,2,2,3,2,2,2,3,2,1,1,1,1,1,1,1,4,1, ,1,4,2,2,2,1,2,1,6,1,1,1,1,1,1, ,2, ,3,4,2.742245517228282,1.3865499873540588,1.4983898648944687,1.597604428423648
201801066275,2020-6-19 11:44:45.000,2020-6-19 11:52:25.000,2,1,1,1,1,1,1,2,2,1,2,2,1, ,1, ,2,2,1,3,3,2,2,2,2,2,2,2,2,1, ,3, ,2, ,2,4,2,2,2,2,2,2,4,4,4,4,4,4,1,3,3,1,1,2,2, , , ,1,2,2,2,2,2,2,3,1,3,3,3,3,2,2,2,2,3,3,2,3,3,2, ,1,2,2,2,2,2,1,2,2,3,2,2,2,2,1,1,2,2,2,2,3,3,3,2, ,3,1,3,1, ,2,1,3,6,2,2,2,3,2,1,1,1,1,1,1,1,4,1, ,1,6,2,1,2,1,2,2,6,1,1,1,1,1,1, ,2, ,2,5,0.9972827127740677,1.1184591648687494,1.1102327215627281,1.1055193674033048
201801066314,2020-6-21 10:42:28.000,2020-6-21 11:6:54.000,2,1,1,2,1,1,1,1,1,1,1,1,1, ,1, ,3,2,1,4,3,4,2,2,1,1,3,4,2,1, ,3, ,1,2,1,5,1,1,1,1,1,1,4,4,4,4,4,4,1,4,3,1,1,1,1, , , ,1,2,1,3,3,2,1,3,2,2,3,1,3,3,2,2,2,4,4,4,4,3,3, ,1,3,2,2,2,1,2,2,2,1,2,3,2,2,2,1,2,2,2,1,2,3,2,4, ,4,1,1,1, ,1,2,2,3,2,1,3,2,2,1,1,1,1,1,1,1,4,1, ,1,6,2,1,2,1,2,2,6,1,1,1,1,1,2, ,2, ,2,5,1.615943886519308,1.6792821887893525,1.9479536422262405,1.7403252304937402
201801066362,2020-6-20 13:2:59.000,2020-6-20 13:21:23.000,2,1,1,2,1,1,2,1,1,2,2,3,1, ,1, ,3,3,3,3,3,2,2,2,4,1,1,2,2,2,2,2,2,1,2,2,5,2,2,2,2,2,2,3,3,4,4,3,4,2,5,3,1,1,1,1, , , ,1,2,2,4,4,3,2,4,1,4,3,3,4,2,3,3,3,3,4,2,4,3,3, ,1,4,3,2,2,2,2,2,1,2,3,4,3,2,1,1,2,2,2,2,3,4,4,4, ,3,1,1,1, ,2,1,2,3,2,1,3,1,2,1,1,1,1,1,3,2,4,4,1,1,6,2,1,3,1,1,2,6,1,2,1,1,1,1, ,1, ,1,5,1.0334737557527442,0.5520254722106656,0.6407030794817176,0.5941073983370714
201801066373,2020-6-18 8:22:49.000,2020-6-18 8:42:47.000,2,1,2,2,2,1,2,1,1,2,2,1,2, , ,2,2,4,2,2,1,1,1,2,1,3,1,1,2,1, ,2, ,2, ,5,2,4,4,4,4,4,4,1,1,1,1,1,1,2,1,3,1, , , ,2,2,2,2,1,1,1,2,3,1,4,1,2,2,4,4,4,4,4,4,1,1,2,1,2,1,1, ,2,2,3,2,2,2,2,3,2,1,1,1,1,1,2, , , , , , , , ,1,2,1,3, ,3,3,1,2,3,3,2,2,4,2,1,1,1,1,1,2,2,5,2, ,2,8,1,1,4,1,2,3,6,1,4, , ,2,1, , , ,1,5,0.6010487992034713, ,0.5251573817297305,0.637601822971069
201801066533,2020-6-21 9:22:29.000,2020-6-21 9:37:31.000,3,1,1,2,2,1,99,1,99,99,2,2,3,3, , ,99,4,99,1,1,99,99,99,1,99,99,1,99,99,99,99, ,2, ,5,5,4,4,4,4,4,4,4,4,4,4,4,4,99,1,99,2,2,2,2, , , ,2,2,1,99,1,99,1,99,99,99,99,4,4,4,4,99,4,4,4,4,4,4,4, ,2,4,4,4,4,1,2,2,5,99,1,1,1,1,2,99, , , , , , , ,1, ,99,99,99,99, ,99,1,2,3,1,2,2,3,2,1,1,1,1,6,99, ,5,99,99,9,99,99,2,99,1,2,99,6,1,9,2,99,2,99,99,5,99,3,3,2.4864384499227645,1.6243575602387479,1.6353887566138858,1.65467889277372
201801066565,2020-6-18 11:39:52.000,2020-6-18 11:58:5.000,2,1,1,2,2,1,3,2,2,1,2,2,2, , ,2,3,3,3,1,1,1,1,2,2,3,2,2,2,1, ,1, ,1,1,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2, , , ,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,2,3,2,2,2,2,2,2, ,2,3,3,3,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,3,3,3,1, ,1,3,3,3, ,3,1,2,3,3,1,1,5,2,1,1,1,1,1,1,1,2,3,99,9,6,2,1,3,1,2,2,6,1,9,2,2,1,2,3,5,2,3,3,0.5716453460438861,0.539137836105345,0.549682371133423,0.5990662485912214
201801066594,2020-6-19 10:41:22.000,2020-6-19 10:57:26.000,2,1,2,2,1,1,1,1,2,1,2,1,1, ,1, ,1,1,1,2,2,1,2,1,2,1,1,4,1,1, ,2, ,1,2,1,5,1,1,1,1,1,2,4,4,4,4,4,4,1,3,3,1, , , ,1,2,2,1,1,1,3,2,1,2,3,1,2,2,1,2,3,2,1,1,4,4,3,4,4,4,2, ,3,1,2,1,1,1,2,2,2,3,2,1,2,1,1,1,2,2,1,1,1,2, ,4,4,1,1, ,1,2,1,2,3,3,2,1,6,2,1,1,1,6,5,4,2,4,3,1,1,6,2,1,3,1,2,2,6,4,2,1,1,1,1, ,1, ,2,3,1.668708312669026,1.755906815826979,1.767264286843138,1.805501847412927
201801066637,2020-6-17 10:33:5.000,2020-6-17 10:42:47.000,2,1,2,1,1,2,3,2,1,1,1,1,1, ,2, ,3,2,3,2,2,1,1,2,1,2,1,1,2,1, ,2, ,2, ,3,4,3,1,1,3,2,4,3,4,3,3,3,3,2,1,3,1, , , ,1,2,1,1,1,1,1,3,1,1,1,2,1,3,1,3,4,3,2,2,4,3,2,3,4,2,2, ,2,3,3,2,1,2,2,3,3,2,1,1,1,1,2, , , , , , , , ,1,3,1,1, ,2,2,1,2,3,3,1,1,5,2,1,1,1,1,3,12, ,6,3,1,1,6,2,1,3,1,2,2,6,1,2,1,2,1,2, ,2, ,2,3,0.5184885670743786,0.5796546025204643,0.549682371133423,0.5599503329381545
201801066673,2020-6-20 14:14:17.000,2020-6-20 14:36:45.000,1,1,1,2,1,2,3,1,2,2,2,2,1, ,2, ,3,2,1,3,2,2,3,3,2,3,3,3,2,1, ,2, ,2, ,2,3,2,2,2,2,2,3,3,3,3,3,3,3,1,3,1,1,1,1,1, , , ,1,2,2,3,4,3,3,3,1,3,3,2,3,3,2,2,2,3,2,2,3,3,3, ,2,2,2,2,2,2,1,1,3,2,3,2,2,2,1,1,2,2,2,2,3,3,3,3, ,3,1,3,1, ,2,2,2,3,4,1,2,3,2,1,1,1,1,3,1,1,5,4,1,1,7,1,1,3,1,2,2,6,1,2,1,2,1,2, ,2, ,1,3,0.8952067416475616,0.9516469086423294,0.8960385732665532,0.9101948855900068
201801066773,2020-6-22 11:53:57.000,2020-6-22 12:6:13.000,2,1,2,2,1,2,2,1,1,2,2,2,1, ,1, ,4,3,3,2,2,2,2,1,1,1,2,2,1,1, ,2, ,1,1,2,5,1,1,2,1,1,2,3,3,3,3,3,3,1,3,3,1, , , ,1,2,1,1,1,1,1,1,1,2,4,2,3,3,1,2,2,2,1,2,4,4,4,4,4,4,2, ,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,4,4,4, ,3,3,1,1, ,2,3,2,2,3,3,2,3,1,2,1,1,1,1,1,1,1,5,4,1,1,4,2,1,3,1,2,2,6,1,2,1,1,1,1,3,1,97,1,3,0.8912214525073396,0.8427041649535967,0.9035449203898861,0.936113567935266
201801066833,2020-6-18 19:35:24.000,2020-6-18 19:46:44.000,1,1,2,2,2,1,3,2,2,1,2,2,2, , ,2,3,3,3,1,2,1,1,2,1,3,2,1,1,1, ,1, ,2, ,4,3,3,3,3,3,3,3,2,1,1,2,2,2,1,1,3,1, , , ,1,2,2,1,1,1,1,2,3,1,2,2,1,2,3,3,3,4,4,3,1,2,2,2,3,1,1, ,3,3,3,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1, ,1,2,3,1, ,3,2,2,2,4,3,1,2,3,2,1,1,1,1,5,12, ,5,2, ,2,6,2,1,3,1,2,2,6,1,3,2,1, , , ,4, ,1,4,0.8354339136777619,0.8298939767403998, ,0.8154448502534671
201801066858,2020-6-20 13:19:45.000,2020-6-20 13:38:57.000,2,1,1,2,1,2,3,1,1,2,2,3,1, ,2, ,3,3,1,3,2,1,3,2,3,2,2,2,2,1, ,2, ,2, ,3,3,3,3,2,3,2,3,3,2,2,2,3,2,1,3,3,1,1,1,2, , , ,1,1,2,2,4,3,2,2,1,2,2,2,3,3,3,2,2,3,2,2,2,3,2, ,2,3,3,3,2,1,99,2,3,2,2,1,1,1,1,1,2,2,2,2,4,4,4,2, ,2,1,3,3, ,2,1,2,4,3,2,2,4,2,1,1,1,1,1,12, ,6,2, ,2,6,2,1,3,1,2,2,6,1,3,2,2,1,1,3,2,2,3,4,0.5592820079669714,0.5477723654934123,0.5509067375708586,0.563454750728173
201801066901,2020-6-17 18:33:1.000,2020-6-20 11:41:35.000,2,1,1,2,2,1,1,1,1,1,2,2,2, , ,2,3,3,1,2,1,2,2,3,1,3,2,1,2,1, ,2, ,2, ,4,2,3,3,2,4,3,4,1,2,1,2,2,2,1,2,1,1,1,1,1, , , ,1,2,1,1,2,2,2,3,1,2,2,3,4,4,3,2,3,2,2,2,2,2,2, ,2,4,3,4,4,1,1,1,3,2,2,2,2,1,1,1,2,2,2,2,4,3,4,2, ,2,1,3,1, ,3,1,2,4,1,2,1,6,2,1,1,1,1,1,1,2,4,2, ,2,9,1,2,4,1,1,2,6,1,4,2,1,2,2,3,4,2,1,4,0.4694380954720784,0.5790483923743835,0.4804130790244451,0.5445306467848019
201801066924,2020-6-18 6:36:45.000,2020-6-18 6:40:59.000,2,1,1,1,1,1,2,1,1,2,2,2,3,2, ,2,1,2,2,1,1,3,3,4,3,1,1,1,1,3,2,3, ,2, ,3,3,1,2,3,3,2,2,2,3,2,2,3,2,2,1,2,1,1,2,1, , , ,1,1,2,1,2,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,2,1, ,2,1,1,1,1,2,1,1,4,3,2,1,3,3,2,1,2,2,2,2,2,4,4,3, ,3,2,2,1, ,2,2,2,4,2,2,2,4,2,1,1,1,1,1,12, ,6,3,2,2,6,2,3,3,1,2,2,6,1,3,1,1,1,1, ,2, ,1,4,2.7713922583460855,1.2708240467830016,1.4547687360323425,1.6512882554573542
201801066975,2020-6-19 19:6:50.000,2020-6-19 19:24:22.000,2,1,2,2,1,1,2,2,2,1,2,2,1, ,1, ,1,3,1,3,2,3,2,3,3,2,2,4,2,1, ,2, ,2, ,1,4,1,1,1,2,1,2,3,4,4,3,3,3,1,3,3,1, , , ,1,1,1,1,3,1,3,3,2,2,1,1,2,3,1,2,2,2,1,2,4,3,2,3,4,2,2, ,2,2,2,1,1,1,1,2,2,3,3,2,2,1,1,2,2,2,2,3,3,3, ,4,4,1,1, ,1,2,2,2,3,3,1,3,2,2,1,1,1,1,1,1,1,1,1, ,1,7,1,1,2,1,1,2,6,1,1,1,1,1,1, ,1, ,2,3,0.5538420817861462,0.5469556269925002,0.5942531210556278,0.571566948923261
201801067082,2020-6-18 16:21:2.000,2020-6-18 16:24:49.000,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1, ,3,2,2,3,1,1,3,1,1,1,3,1,1,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2, , , ,99,2,2,99,2,2,1,1,1,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,3,3,1,1,2,3,2,3,2,2,3,1,2, , , , , , , , ,2,3,2,2, ,2,2,1,2,3,1,2,2,3,2,1,1,1,1,6,2,2,3,1, ,1,6,2,1,4,2,2,1,6,1,2,1,1,1,1, ,1, ,1,3,2.936621332250284,1.8053342694867711,1.8825470191072415,1.6632540011761003
201801067185,2020-6-17 10:41:46.000,2020-6-17 10:49:55.000,1,1,2,2,2,1,2,1,1,2,2,1,2, , ,2,2,4,2,1,1,3,1,3,1,3,1,1,3,1, ,3, ,2, ,5,2,4,4,4,4,4,4,1,1,1,2,2,1,2,1,3,2, , , ,2,2,2,2,2,1,1,1,1,1,2,2,1,3,4,4,4,4,4,4,2,1,1,1,2,1,1, ,4,4,4,3,1,2,2,5,1,1,2,1,1,2,2, , , , , , , , ,1,3,1,1, ,4,3,1,2,4,2,2,1,6,2,1,1,1,1,2,10, ,5,3,2,2,6,2,3,3,1,1,2,6,1,3,2,1,2,1,2,4,22,3,2,0.3387389639924865,0.41340003307700135,0.4109240761647602,0.4096306212454771
201801067366,2020-6-17 17:20:31.000,2020-6-17 17:33:9.000,2,1,2,2,1,2,2,1,1,2,2,3,1, ,1, ,3,3,2,2,2,3,2,3,3,2,2,3,1,1, ,2, ,1,2,2,4,2,1,1,4,2,3,3,3,3,4,3,4,1,4,1,1, , , ,1,1,1,1,3,1,3,2,2,2,2,1,4,4,2,2,4,3,2,2,2,2,2,4,3,3,1, ,3,3,2,1,1,1,2,2,3,3,2,2,1,2,1,2,2,2,2,4,4,4, ,2,4,1,3, ,1,1,1,2,4,1,1,1,5,2,1,1,1,1,1,1,1,2,1, ,1,8,1,1,2,1,2,3,6,1,1,1,1,1,1,4,1,97,1,5,1.0735345476761422,1.0264815769790252,0.9843593740087572,1.1934915637125578
201801067412,2020-6-17 11:18:24.000,2020-6-17 11:28:34.000,1,1,1,2,2,1,2,1,1,2,2,1,2, , ,2,3,4,1,1,1,2,2,4,1,4,2,1,4,1, ,2, ,2, ,5,2,4,4,4,4,4,4,2,1,2,2,3,2,2,1,1,1,1,2,2, , , ,1,1,1,2,2,2,2,3,2,2,3,3,4,4,4,2,4,2,2,1,2,3,2, ,2,4,4,4,3,1,2,2,5,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2, ,2,1,1,3, ,3,1,4,8,1,2,1,5,2,1,1,1,1,2,9, ,6,2, ,2,3,3,1,5,1,1,1,6,1,4,2,1,2,1,1,4,22,1,5,0.7648716282025139,0.9875393929860936,0.866056518573265,0.8703551971211505
201801067429,2020-6-17 13:18:32.000,2020-6-17 13:27:36.000,2,1,2,2,2,1,1,1,2,1,2,2,2, , ,2,3,4,1,1,1,3,1,2,1,4,1,1,3,2,3,3,2,1,1,5,3,4,4,4,4,4,4,2,2,2,3,3,3,2,1,3,1, , , ,1,2,1,1,1,1,2,1,3,1,2,2,2,2,4,4,4,4,3,4,3,3,2,3,4,2,1, ,4,4,4,4,1,2,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1, ,1,3,3,3, ,3,3,1,2,3,1,2,2,3,2,3,5,1,1,6,12, ,6,2, ,2,9,1,2,4,1,1,3,6,1,4,2,1,2,1,2,4,19,3,1,2.4003223369755196,1.2740765547441648,1.303690297580253,1.1811890882501432
201801067455,2020-6-18 8:39:22.000,2020-6-18 9:8:38.000,1,1,2,2,1,1,1,1,1,1,2,1,1, ,1, ,3,1,1,4,2,4,1,1,3,1,2,4,3,1, ,2, ,1,1,1,5,1,1,1,1,1,2,4,4,4,4,4,4,1,2,1,1, , , ,1,2,1,1,1,2,4,4,1,1,1,1,3,3,1,2,3,1,1,1,4,4,4,4,4,4,2, ,1,2,1,1,99,99,2,1,4,3,4,3,1,1,1,2,2,2,2,4,4,4, ,4,4,1,99, ,1,2,1,2,3,4,2,1,6,2,1,1,1,1,1,2,2,1,1, ,1,9,1,1,2,1,1,3,6,1,1, , ,1,1, , , ,3,1,1.0054480877002736, ,1.0243549022241283,1.0392237605266852
201801067507,2020-6-17 10:27:22.000,2020-6-17 10:40:22.000,1,1,2,2,2,1,3,1,1,1,2,1,3,2, ,2,4,3,2,1,1,2,1,2,1,3,1,1,2,1, ,4, ,2, ,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1, , , ,2,2,2,2,1,1,1,1,1,1,2,2,1,3,4,4,4,4,3,4,4,4,4,4,4,4,1, ,4,4,4,4,1,2,2,5,2,1,1,1,1,2,1,1,2,1,1,1,1,1, ,3,3,1,1, ,1,3,1,2,3,1,2,2,3,2,2,2,1,1,6,1,1,3,2, ,2,8,1,1,5,1,1,3,6,1,4, , , , , , , ,3,1,1.6652617269973438, , ,1.7321523139182946
201801067608,2020-6-17 12:22:30.000,2020-6-17 12:31:8.000,2,1,2,2,1,1,2,2,1,2,2,2,1, ,1, ,3,3,2,2,2,1,2,2,1,1,1,1,1,1, ,3, ,1,1,2,5,3,2,1,3,3,3,4,4,4,4,4,4,2,1,3,2, , , ,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,3,3,3,2,3,4,3,3,4,4,4,2, ,3,3,3,3,2,1,1,3,2,2,2,2,2,2,2, , , , , , , , ,3,3,1,1, ,2,3,1,2,3,2,2,2,3,2,1,1,1,1,1,10, ,5,1, ,1,7,1,1,3,1,2,2,6,1,2,1,1,2,2, ,2, ,3,1,1.3440323571101545,1.2491912348826777,1.064285143085358,1.5289950813141593
201801067784,2020-6-18 3:22:35.000,2020-6-18 3:31:43.000,2,1,2,2,99, ,2,1,1,2,2,2,1, ,1, ,4,4,1,2,4,1,1,3,1,2,1,1,2,1, ,3, ,1,2,3,5,2,2,1,3,2,2,4,4,4,4,4,4,2,5,3,1, , , ,1,1,1,1,3,2,4,4,4,4,1,1,3,4,3,3,3,3,1,3,4,4,4,4,4,4,2, ,3,2,2,3,2,1,99,3,2,4,2,4,2,1,1,2,2,2,2,4,4,4, ,4,4,1,2, ,1,3,1,2,4,3,2,1,5,2,1,1,1,1,1,12, ,5,3,1,1,9,1,1,3,1,1,3,6,1,2,1,2,1,1, ,5, ,2,5,0.7751724593470476,0.7816033090883562,0.728763057224853,0.7976329758355355
201801067786,2020-6-17 10:26:57.000,2020-6-17 10:41:26.000,2,1,1,2,1,1,2,1,1,2,2,2,1, ,1, ,2,2,1,2,1,1,1,2,2,2,2,3,1,1, ,3, ,1,2,2,4,1,1,1,2,1,3,3,2,3,2,3,3,1,3,3,1,1,2,2, , , ,1,1,2,2,4,2,3,1,1,1,2,1,3,3,2,1,2,3,4,2,2,3,3, ,3,2,2,2,1,1,1,2,3,2,2,3,1,1,1,1,2,2,2,2,4,4,4,4, ,4,1,3,1, ,1,1,2,4,2,2,2,3,2,1,1,1,1,1,2,2,4,1, ,1,9,1,1,2,1,2,3,6,1,1,1,1,1,1, ,2, ,2,5,1.1617855364179828,1.2491912348826777,1.234325184637672,1.2389714997422865
201801068009,2020-6-17 14:31:54.000,2020-6-17 14:52:35.000,1,1,1,1,2,1,1,1,1,1,1,2,2, , ,2,4,4,3,1,2,3,1,3,1,4,2,1,3,1, ,1, ,2, ,5,3,4,4,2,4,4,4,3,2,3,2,2,4,2,1,3,1,1,2,2, , , ,1,1,1,1,1,2,1,1,2,1,4,2,4,4,4,2,3,2,4,2,3,3,3, ,2,4,4,4,2,2,2,2,4,1,2,1,1,1,2,1,1,2,1,1,4,3,4,1, ,2,3,3,3, ,3,1,2,3,1,2,2,3,2,4,4,1,1,6,10, ,6,3,2,2,7,1,3,4,1,1,1,6,1,4,2,1,2,1,2,3,24,2,1,0.5303299045169014,0.8307192439075016,0.7467918715421611,0.7763656087127998
201801068056,2020-6-17 10:31:52.000,2020-6-17 10:41:8.000,1,1,1,2,2,1,2,1,1,2,2,1,2, , ,2,4,4,2,1,1,2,1,4,1,4,2,1,3,1, ,4, ,2, ,5,3,4,4,4,4,4,4,3,3,3,3,3,3,2,1,3,2,2,2,2, , , ,2,1,1,3,1,2,1,1,2,2,3,4,4,4,4,4,4,2,3,2,2,2,2, ,2,4,4,4,4,1,2,2,5,1,1,1,1,1,2,2, , , , , , , ,1, ,4,1,3,1, ,3,1,2,4,1,1,3,2,2,1,1,1,1,6,9, ,6,2, ,2,2,3,1,4,1,2,1,6,1,4,2,1,2,1,2,4,2,1,5,1.3596470262530758,1.74495633972548,1.6817059097482208,1.7199533802625782
201801068263,2020-6-17 18:16:12.000,2020-6-18 17:36:21.000,2,1,1,1,2,2,3,1,1,2,2,2,1, ,2, ,4,2,1,2,4,1,1,3,1,3,3,1,3,1, ,2, ,2, ,3,3,1,1,2,4,2,3,4,2,4,3,3,4,1,5,3,1,1,1,99, , , ,1,2,1,2,2,1,1,1,1,4,4,1,3,4,3,1,2,3,4,3,2,4,4, ,2,4,4,3,3,1,2,2,5,1,1,2,2,1,2,1,2,2,2,2,3,4,3,2, ,3,1,2,1, ,3,1,2,4,1,1,2,3,2,1,1,1,1,6,1,2,5,3,1,1,9,1,1,3,1,1,3,6,1,2,1,1,1,1, ,5, ,1,5,2.5483019865799212,2.8114052982474718,2.9878103828872677,3.0795896909284775
201801068450,2020-6-17 11:36:31.000,2020-6-17 12:49:27.000,2,1,1,2,1,1,2,1,1,2,2,3,1, ,1, ,2,4,2,1,1,1,1,1,1,1,1,1,1,1, ,2, ,1,2,2,5,1,2,2,2,2,2,3,3,3,3,3,3,2,2,1,1,1,1,2, , , ,1,1,2,2,4,2,1,2,1,3,2,1,2,2,2,1,2,4,4,3,3,4,3, ,1,4,2,3,2,2,1,1,1,2,4,2,2,2,1,1,2,2,2,2,2,3,3,4, ,3,1,1,1, ,2,1,3,7,3,2,1,6,2,3,5,1,6,1,1,2,4,1, ,1,9,1,1,2,1,1,3,6,4,1,1,1,1,1, ,1, ,3,5,1.3491155958349508,1.9877463694032713,2.0279022449276,1.43026350392955
201801068481,2020-6-19 9:15:28.000,2020-6-19 9:26:54.000,2,1,1,2,2,1,1,2,1,1,2,1,2, , ,2,3,4,1,3,1,2,1,2,1,1,1,2,3,1, ,2, ,2, ,4,3,4,4,2,4,3,4,2,2,2,3,3,3,1,3,3,1,1,2,2, , , ,1,1,1,1,1,1,1,2,1,3,3,3,4,4,4,2,4,2,2,2,2,2,2, ,2,3,2,2,2,1,1,2,2,4,3,3,2,1,2,2, , , , , , , ,3, ,4,1,1,3, ,3,1,3,7,3,1,1,5,2,1,1,1,1,3,12, ,5,4,1,1,9,1,1,3,1,2,3,6,1,2,2,1,2,1, ,3, ,1,5,0.8451810894307047,0.8569455410234085,0.8717499490231692,0.9367240670541878
201801068603,2020-6-21 13:3:4.000,2020-6-21 13:19:23.000,1,1,1,2,1,1,3,1,1,2,2,1,1, ,1, ,2,2,1,4,3,2,1,2,3,1,3,4,1,1, ,2, ,1,2,1,5,2,1,1,1,1,2,4,4,4,4,4,4,1,3,3,1,1,1,2, , , ,1,3,1,2,2,2,2,2,1,3,4,1,2,2,1,1,1,4,4,4,4,4,4, ,1,1,1,1,1,2,1,2,1,2,2,4,2,1,1,1,2,2,2,2,1,1,1,4, ,4,1,3,3, ,2,2,3,7,4,1,3,2,2,1,1,1,1,1,1,1,1,1, ,1,6,2,1,1,1,2,2,6,1,1,1,1,1,1, ,1, ,1,5,1.3742964015135064,1.43691171926888,1.5653456670993424,1.5424635630512031
